Molecule Name,Smiles,Euclidean Distance,Permeability Value,Diameter
"TG(14:0/20:2(11Z,14Z)/20:2(11Z,14Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,82.82492,8.434397727,20.46
TG(18:0/16:0/6:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCCCCCCCCCCCC,82.90658,8.854842186,25.3
TG(15:0/16:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,82.94867,7.431530952,16.02
"TG(13:0/20:2(11Z,14Z)/20:2(11Z,14Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,82.97751,8.405709267,16.05
"TG(15:0/18:4(6Z,9Z,12Z,15Z)/15:0)",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCC,82.9789,7.440286875,19.32
"TG(12:0/20:2(11Z,14Z)/20:2(11Z,14Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,82.98209,8.405709267,17.28
"TG(14:0/18:4(6Z,9Z,12Z,15Z)/14:0)",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC,82.98808,7.440286875,20.38
"TG(14:0/20:4(5Z,8Z,11Z,14Z)/14:0)",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC,82.994255,7.440286875,22.67
"TG(16:1(9Z)/18:0/18:3(6Z,9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,83.002556,8.405709267,15.09
"TG(16:1(9Z)/17:0/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCCC,83.03823,8.405709267,17.82
"TG(16:1(9Z)/18:0/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,83.054565,8.434397727,17.29
"TG(18:2(9Z,12Z)/18:1(11Z)/18:2(9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC,83.16412,8.980572969,18.29
TG(16:0/14:0/4:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCCCCCC,83.18891,8.854842186,15.47
TG(16:0/10:0/6:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCCCCCC,83.19049,8.630773425,22.1
TG(6:0/18:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,83.26167,8.854842186,15.89
"TG(18:2(9Z,12Z)/14:0/18:2(9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCC,83.272896,7.440286875,19.11
"DG(14:0/20:3(8Z,11Z,14Z)/0:0)[iso2]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCC,83.35123,7.84521997,28.25
"DG(16:0/20:3(8Z,11Z,14Z)/0:0)[iso2]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCC,83.44397,7.84521997,27.75
"TG(16:1(9Z)/17:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CCC=CC/C=C\CC=CC/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCCC,83.46166,8.405709267,20.65
TG(4:0/10:0/14:0),CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCC,83.46295,5.478649959,21.8
TG(16:0/12:0/6:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCCCCCCCC,83.496346,8.854842186,24.11
"TG(15:0/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCC,83.54872,8.405709267,18.76
"TG(13:0/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCC,83.605255,7.440286875,20.95
TG(16:0/16:0/10:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,83.62773,8.854842186,16.13
"TG(16:0/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,83.688644,8.434397727,18.93
TG(4:0/12:0/14:0),CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCCCC,83.755165,6.393980235,25.31
TG(4:0/16:0/17:0),CCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCCCCCCCC,83.80237,8.854842186,34.25
TG(15:0/14:1(9Z)/15:0),CCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCC,83.829926,7.431530952,17.72
"DG(18:3(6Z,9Z,12Z)/16:0/0:0)[iso2]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC,83.84012,7.84521997,19.01
"TG(13:0/20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\CC=CCC=CC/C=C\C/C=C\CC=CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,83.841606,8.980572969,15.99
"DG(18:3(6Z,9Z,12Z)/18:0/0:0)[iso2]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC,83.845436,7.84521997,19.37
TG(16:0/16:0/12:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,83.85638,7.431530952,22.56
"TG(14:0/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC,83.86612,8.405709267,23.66
TG(18:0/14:0/4:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCCCCCC,83.88528,8.854842186,18.93
"DG(24:0/20:3(8Z,11Z,14Z)",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCCCC,83.92847,7.84521997,22.07
"TG(12:0/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCC,83.944565,7.440286875,15.32
TG(16:0/18:1(9Z)/18:1(9Z))[iso3],CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,83.986404,8.395817876,19.57
"TG(15:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\CC=CCC=CC/C=C\C/C=C\CC=CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,84.011925,8.980572969,21.8
"TG(18:0/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]",CCC=CC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCCCC,84.05278,9.425200522,18.3
TG(16:0/14:1(9Z)/18:0),CCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,84.07034,7.431530952,18.68
TG(16:0/14:0/16:0)[iso3],CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,84.07126,7.431530952,18.41
"TG(14:1(9Z)/18:2(9Z,12Z)/14:1(9Z))",CCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,84.21252,7.440286875,16.78
TG(16:0/14:0/6:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCCCCCCCCCC,84.22148,8.854842186,15.28
TG(18:1(9Z)/18:1(9Z)/18:1(9Z))[iso],CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,84.227455,7.528623194,17.82
TG(14:1(9Z)/16:1(9Z)/14:1(9Z)),CCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCC/C=C\CCCCCC,84.23084,6.64127022,13.99
TG(20:1(11Z)/20:1(11Z)/20:1(11Z)),CCCCCCCC/C=C\CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,84.2765,7.399930805,22.51
TG(14:0/16:0/16:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,84.33548,7.431530952,18.74
TG(14:0/16:1(9Z)/14:0),CCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC,84.34777,7.431530952,18.41
TG(18:1(9Z)/14:0/18:1(9Z))[iso3],CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCC,84.353226,7.431530952,20.24
"DG(16:0/18:3(9Z,12Z,15Z)/0:0)[iso2]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCC,84.35578,7.84521997,24.52
"DG(18:0/18:3(9Z,12Z,15Z)/0:0)[iso2]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCC,84.36517,7.84521997,29.49
TG(18:1(9Z)/16:0/18:1(9Z)),CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,84.37935,8.395817876,20.29
TG(14:0/16:1(9Z)/18:1(9Z)),CCCCCC/C=C\CCCCCCCC(=O)OC(COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC,84.38876,7.431530952,17.36
"TG(15:0/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCC,84.42756,8.405709267,16.81
"TG(13:0/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCC,84.48849,7.440286875,17.59
"TG(16:0/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,84.494514,8.434397727,15.54
"TG(24:1(15Z)/15:0/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCC,84.52,8.660506457,21.82
TG(6:0/16:0/20:0),CCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCCCCCCCCCCCC,84.531166,8.854842186,18.44
TG(20:1(11Z)/15:0/20:1(11Z)),CCCCCCCC/C=C\CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCC,84.5509,8.424472064,20.71
TG(16:0/15:0/16:1(9Z)),CCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,84.55362,7.431530952,19.57
TG(16:0/16:0/8:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCCCCCCCCCC,84.561264,8.854842186,19.9
TG(16:1(9Z)/16:1(9Z)/16:1(9Z))[iso],CCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,84.5957,6.64127022,16.88
TG(16:0/18:0/18:1(9Z))[iso6],CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,84.601295,8.395817876,20.13
"TG(14:0/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC,84.6054,8.405709267,16.72
TG(14:0/14:0/4:0),CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCCCCCC,84.61421,8.630773425,19.69
TG(18:0/16:0/18:1(9Z)),CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,84.62536,8.395817876,20.61
"TG(12:0/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCC,84.66068,7.440286875,16.52
TG(14:0/17:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,84.70557,7.431530952,18.86
"TG(14:0/16:0/18:2(9Z,12Z))",CCCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,84.95569,7.431530952,20.74
TG(18:1(11Z)/14:0/18:1(11Z))[iso3],CCCCCC/C=C\CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCC,84.973885,7.431530952,20.64
"TG(14:0/20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))[iso3]",CCCCCC=CC/C=C\C/C=C\CCCCCCC(=O)O[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCC,84.995186,8.980572969,17.11
TG(18:1(11Z)/16:0/18:1(11Z))[iso3],CCCCCC/C=C\CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCC,85.00258,8.395817876,18.93
"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/19:0) [iso6]",CCC=CC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COC(=O)CCCCCCCCCCCCCCCCCC,85.0393,7.440286875,18.53
"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/21:0)[iso6]",CCC=CC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,85.05891,8.405709267,17.67
"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:0)[iso6]",CCC=CC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,85.06546,8.980572969,21.74
"TG(16:0/20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))[iso3]",CCCCCC=CC/C=C\C/C=C\CCCCCCC(=O)O[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCC,85.06867,9.425200522,16.62
"TG(15:0/20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))[iso3]",CCCCCC=CC/C=C\C/C=C\CCCCCCC(=O)O[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCC,85.06912,8.980572969,21.75
"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6]",CCC=CC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COC(=O)CCCCCCCCCCCCCCCCCCC,85.08638,8.405709267,17.16
beta-Calendic acid,CCCCC/C=C/C=C/C=C/CCCCCCC(=O)O,85.11162,31.22401536,17.11
"TG(24:1(15Z)/15:0/18:3(6Z,9Z,12Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCC,85.11331,8.660506457,18.55
"TG(18:0/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCCC=CC/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCCCC,85.11627,9.425200522,17.88
"9Z,15Z-octadecadienoic acid",CC/C=C\CCCC/C=C\CCCCCCCC(=O)O,85.152794,30.35403788,14.72
TG(18:0/14:0/18:0)[iso3],CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,85.15594,7.431530952,17.41
TG(10:0/10:0/10:0)[iso],CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)OC(=O)CCCCCCCCC,85.19908,6.393980235,17.84
TG(14:0/16:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,85.20555,7.431530952,18.32
"TG(14:1(9Z)/14:0/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCCCCCCCC,85.22972,7.440286875,16.01
TG(6:0/10:0/14:0),CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCCCCCC,85.2312,6.393980235,26.53
Jacaric acid,CCCCC/C=C\C=C\C=C/CCCCCCC(=O)O,85.25033,31.22401536,15.86
Calendic acid,CCCCC/C=C\C=C\C=C\CCCCCCC(=O)O,85.26431,31.22401536,14.26
TG(6:0/12:0/14:0),CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCCCCCCCC,85.27633,8.630773425,27.14
TG(18:0/14:0/6:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCCCCCCCCCC,85.28429,8.854842186,16.17
"TG(14:1(9Z)/16:0/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCCCCCCCCCC,85.284424,7.440286875,19.99
TG(14:0/18:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,85.29975,7.431530952,18.85
TG(4:0/14:0/15:0),CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCCCCCC,85.322395,8.630773425,27.01
"TG(17:0/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CCC=CCC=CC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,85.32538,8.980572969,20.68
TG(8:0/16:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCCCCCCCCCC,85.3316,8.854842186,20.12
TG(6:0/8:0/14:0),CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCCCC,85.398895,5.478649959,21.62
"TG(15:0/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CCC=CCC=CC/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,85.41231,8.980572969,17.14
"trans-11,cis-15-Octadecadienoic acid",CC/C=C\CC/C=C/CCCCCCCCCC(=O)O,85.463646,33.21295679,15.95
"TG(15:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CCC=CCC=CC/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CC/C=C\CCCCC,85.47009,8.980572969,16.78
"TG(14:1(9Z)/19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CCC=CCC=CC/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCCCCCCCCCCCCC,85.49173,8.980572969,15.53
C20:1 c5,CCCCCCCCCCCCCC/C=C\CCCC(=O)O,85.67814,24.46686625,18.21
TG(14:0/14:0/6:0),CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCCCCCCCCCC,85.69989,8.854842186,21.58
TG(16:0/18:0/4:0),CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCC)COC(=O)CCCCCCCCCCCCCCC,85.707306,8.854842186,27.55
trans-15-Octadecenoic acid,CC/C=C/CCCCCCCCCCCCCC(=O)O,85.718636,32.10213482,16.69
"7Z,14Z-eicosadienoic acid",CCCCC/C=C\CCCCC/C=C\CCCCCC(=O)O,85.81405,25.83979368,13.59
TG(16:0/14:0/10:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)OC(=O)CCCCCCCCCCCCC,85.915184,8.854842186,16.16
"TG(13:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CC=CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,85.98793,8.405709267,18.6
"TG(14:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CC=CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,86.02509,8.434397727,19.74
trans-16-Octadecenoic acid,C/C=C/CCCCCCCCCCCCCCC(=O)O,86.13808,32.10213482,18.76
TG(14:0/16:0/4:0),CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCC)COC(=O)CCCCCCCCCCCCC,86.14568,8.854842186,29.5
"TG(12:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CC=CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,86.150635,8.405709267,18.97
TG(8:0/14:0/16:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCCCCCCCC,86.203094,8.854842186,14.09
trans-13-Octadecenoic acid,CCCC/C=C/CCCCCCCCCCCC(=O)O,86.26779,32.10213482,17.47
13Z-Octadecenoic acid,CCCC/C=C\CCCCCCCCCCCC(=O)O,86.290245,32.10213482,14.7
"5Z,13Z-Docosadienoic acid",CCCCCCCC/C=C\CCCCC/C=C\CCCCC(=O)O,86.35147,16.61011577,16.54
"TG(14:0/18:3(9Z,12Z,15Z)/14:1(9Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COC(=O)CCCCCCCCCCCCC,86.361565,7.440286875,14.94
"11E, 13E-Octadecadienoic acid",CCCC/C=C/C=C/CCCCCCCCCC(=O)O,86.38351,33.21295679,17.7
TG(16:0/14:0/14:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,86.42231,7.431530952,16.31
TG(10:0/16:0/6:0),CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC)COC(=O)CCCCCCCCC,86.42647,8.630773425,25.81
Lycopodic acid,CCCC/C=C/CCCCCCCCCC(=O)O,86.499695,30.9610188,18.1
"TG(14:0/14:0/20:4(5Z,8Z,11Z,14Z))",CCCCC/C=C\C/C=C\C/C=C\CC=CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,86.53478,7.440286875,19.63
Linoleic acid,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,86.551956,33.21295679,15.15
"TG(15:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCCC=CCC=CC/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,86.57791,8.980572969,18.62
