Molecule Name,Smiles,Euclidean Distance,Permeability Value,Diameter
Thymidine,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O,3.5628185,3.86239104,9.81
6-Phosphogluconic acid,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,3.5826247,0.308268378,10.33
3-Sulfinoalanine,N[C@@H](C[SH](=O)=O)C(=O)O,3.613999,1.783859171,6.56
ADP,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,3.676503,0.714457501,12.72
Pseudouridine,O=C1NC=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,3.6855192,1.648243517,8.68
N-Acetylmannosamine,CC(O)=N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,3.6866705,4.352724925,9.26
D-Glucuronic acid,O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,3.7201252,0.610644929,7.33
alpha-endosulfan,O=S1OC[C@@H]2[C@H](CO1)[C@@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,3.7232661,9.489322454,
5'-Methylthioadenosine,CSC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,3.7245185,4.876823351,10.28
Histamine,NCCC1=CNC=N1,3.7519162,7.551908493,7.23
Pectin,O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,3.758601,0.610644929,7.48
Adenosine triphosphate,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,3.807021,0.45339386,15.98
Aldrin,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl,3.815284,8.980000764,7.37
Deoxycytidine,NC1=NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1,3.8459883,3.931376711,10.13
"Glucaric acid-1,4-lactone",O=C(O)[C@@H](O)[C@H]1OC(=O)[C@H](O)[C@H]1O,3.8639402,0.783095136,7.43
beta-endosulfan,O=[S@@]1OC[C@@H]2[C@H](CO1)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,3.8782606,9.489322454,8.32
Hydroxyproline,O=C(O)[C@@H]1C[C@@H](O)CN1,3.961956,5.641436949,6.33
5-Hydroxylysine,NC[C@H](O)CC[C@H](N)C(=O)O,3.9749322,0.983418431,9.45
2-Thiouracil,OC1=NC(S)=NC=C1,3.9864352,9.190262109,6.24
1-Methylhistidine,CN1C=NC(C[C@H](N)C(=O)O)=C1,3.9865427,6.16922155,9.69
6'-Sialyllactose,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](OC[C@H]2O[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)[C@H](O)[C@@H](O)[C@H]2O)(C(=O)O)C[C@@H]1O,4.0460916,0.295342179,16.99
Myo-inositol 1-phosphate,O=P(O)(O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O,4.093834,0.440196833,8.9
L-Lysine,NCCCC[C@H](N)C(=O)O,4.114428,1.781235822,7.36
L-Norleucine,CCCC[C@H](N)C(=O)O,4.1815834,6.977814436,8.5
N-Acetyl-D-glucosamine,CC(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O,4.1860366,4.352724925,9.72
L-Methionine,CSCC[C@H](N)C(=O)O,4.2269015,6.670097262,7.79
Ornithine,NCCC[C@H](N)C(=O)O,4.277721,2.085762098,8.71
Methylcysteine,CSC[C@H](N)C(=O)O,4.303002,8.103622496,6.61
N-Acetylgalactosamine,CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O,4.33189,4.352724925,9.25
D-Fructose,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,4.3348327,2.824258804,7.74
5-Methylcytosine,CC1=C(N)NC(=O)N=C1,4.5204654,5.003812909,6.01
D-Ribose,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,4.5645785,3.784263879,5.75
gamma-Hexachlorocyclohexane(HCH),Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,4.604821,21.40840888,5.69
Gluconic acid,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,4.6074343,0.544471806,8.2
alpha-Hexachlorocyclohexane(HCH),Cl[C@H]1[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,4.607701,21.40840888,5.69
delta-Hexachlorocyclohexane,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl,4.6100006,21.40840888,6.35
beta-Hexachlorocyclohexane(HCH),Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,4.6105022,21.40840888,6.34
Prometryn,CSC1=NC(=NC(C)C)NC(=NC(C)C)N1,4.8305545,11.98119149,11.0
beta-Alanyl-L-arginine,N=C(N)NCCC[C@H](N=C(O)CCN)C(=O)O,4.859153,0.500329677,12.88
D-Glucose,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,4.937958,1.781210862,6.69
alpha-D-Allofuranose,OC[C@@H](O)[C@H]1O[C@H](O)[C@H](O)[C@@H]1O,4.97915,1.705595851,7.43
Aniline,NC1=CC=CC=C1,4.9834766,33.2913518,5.92
Galactitol,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,5.062124,1.263095997,8.15
Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,5.0650225,1.263095997,7.81
Glucosamine,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,5.21465,1.071558148,6.92
Urea,NC(N)=O,5.28791,2.181070484,4.29
Talose,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@H]1O,5.301789,1.781210862,7.67
L-Alloisoleucine,CC[C@@H](C)[C@H](N)C(=O)O,5.312393,8.53343457,6.14
D-Mannose,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,5.3189244,1.781210862,7.71
Benzylamine,NCC1=CC=CC=C1,5.349984,35.77274382,7.04
Histidinyl-Cysteine,NC(CC1=CN=CN1)C(O)=NC(CS)C(=O)O,5.384972,2.141960338,11.65
Methyl alpha-D-glucopyranoside,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5.4559937,3.227613121,7.32
L-Threonine,C[C@@H](O)[C@H](N)C(=O)O,5.486918,7.109176368,6.13
Methyl beta-D-glucopyranoside,CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,5.4890833,3.227613121,7.65
Glycerol 3-phosphate,O=P(O)(O)OC[C@H](O)CO,5.5169435,3.475419804,7.32
L-Fucose,C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,5.548906,2.844278514,6.61
Phenylethylamine,NCCC1=CC=CC=C1,5.618795,35.02478302,7.83
D-Arabitol,OC[C@@H](O)C(O)[C@H](O)CO,5.626223,2.148172446,6.35
D-Galactose,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,5.660816,1.781210862,7.02
Beta-D-Galactose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,5.750563,1.781210862,7.36
N-Formyl-L-methionine,CSCC[C@@H](NC=O)C(=O)O,5.7887263,8.592234552,7.73
Methylamine,CN,5.8384585,23.04233015,2.96
Xanthine,O=C1NC(=O)C2=C(N=CN2)N1,5.85594,1.536492631,6.64
Dimethylamine,CNC,5.9863806,30.15711606,4.2
Ethanolamine,NCCO,6.034195,7.169600576,4.17
L-Arabinose,OC1OC[C@H](O)[C@H](O)[C@H]1O,6.125088,3.784263879,5.97
Myoinositol,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,6.2142105,0.540225906,6.25
L-Homoserine,N[C@@H](CCO)C(=O)O,6.6139803,5.831801519,5.87
D-Glutamic acid,N[C@H](CCC(=O)O)C(=O)O,6.634912,1.232372411,7.42
L-Cysteine,N[C@@H](CS)C(=O)O,6.6502643,7.708572596,5.39
L-Tyrosine,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O,6.7011886,7.431748509,10.08
Conduritol B epoxide,O[C@H]1[C@H](O)[C@@H](O)[C@@H]2O[C@@H]2[C@@H]1O,6.732664,2.647831291,6.64
Cytosine,NC1=CC=NC(=O)N1,6.799016,6.073251367,5.62
D-Aspartic acid,N[C@H](CC(=O)O)C(=O)O,6.8224173,1.916220039,5.84
Trimethylamine N-oxide,C[N+](C)(C)[O-],7.028589,33.02007914,4.25
Phosphatidylserine,CCCC(=O)O[C@H](COC(=O)CC)COP(=O)(O)OC[C@H](N)C(=O)O,7.034153,0.461722119,15.19
Pretyrosine,N[C@@H](CC1(C(=O)O)C=CC(O)C=C1)C(=O)O,7.053807,1.016074978,9.01
N-Methyl-D-aspartic acid,CN[C@H](CC(=O)O)C(=O)O,7.0815096,3.818596527,7.19
Creatinine,CN1CC(=O)NC1=N,7.102364,3.076142073,5.5
L-Aspartic acid,N[C@@H](CC(=O)O)C(=O)O,7.1122003,1.916220039,6.06
L-Glutamic acid,N[C@@H](CCC(=O)O)C(=O)O,7.2406597,1.232372411,7.99
D-Alpha-aminobutyric acid,CC[C@@H](N)C(=O)O,7.338272,8.481062949,6.13
N-methyl-L-glutamic Acid,CN[C@@H](CCC(=O)O)C(=O)O,7.3858376,2.900635079,7.75
Cer(d18:0/16:1(11Z)),CCCC/C=C\CCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC,7.473753,7.605812699,21.92
Liothyronine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(=O)O,7.5153704,4.96208854,14.14
Cer(d17:0/24:1(15Z)),CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCC,7.568241,6.751224399,19.43
L-Alanine,C[C@H](N)C(=O)O,7.569707,5.102916807,5.35
Cer(d18:0/24:1(15Z)),CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC,7.7902393,5.965895951,21.86
L-Alpha-aminobutyric acid,CC[C@H](N)C(=O)O,7.7946033,8.481062949,6.13
O-Succinyl-L-homoserine,N[C@@H](CCOC(=O)CCC(=O)O)C(=O)O,7.8298955,1.492803544,8.91
Norepinephrine,NC[C@H](O)C1=CC(O)=C(O)C=C1,7.969748,3.882623836,8.93
Cer(d18:0/22:1(13Z)),CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC,8.209729,6.751224399,31.8
SM(d22:0/20:1(11Z)),CCCCCCCC/C=C\CCCCCCCCCCCCCC(O)=N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)CCCCCCCCCCCCCCC,8.26384,3.14424932,17.24
Cer(d18:0/20:1(11Z)),CCCCCCCC/C=C\CCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC,8.496319,6.751224399,34.93
Methylmalonylcarnitine,CC(C(=O)[O-])C(=O)O[C@@H](CC(=O)O)C[N+](C)(C)C,8.82683,8.273336291,10.03
Phe-Phe-Pro-Arg,N=C(N)NCCCC(N=C(O)C1CCCN1C(=O)C(CC1=CC=CC=C1)N=C(O)C(N)CC1=CC=CC=C1)C(=O)O,9.085112,0.418359088,19.12
N-oleoyl glutamine,CCCCCCCC/C=C\CCCCCCCC(O)=N[C@@H](CCC(=N)O)C(=O)O,9.097878,1.850754023,20.68
5-(2-Hydroxyethyl)-4-methylthiazole,CC1=C(CCO)SC=N1,9.121654,28.42811346,7.51
Taurine,NCCS(=O)(=O)O,9.149804,4.281425849,5.99
Val-Phe-Val-Tyr,CC(C)C(N)C(O)=NC(CC1=CC=CC=C1)C(O)=NC(C(O)=NC(CC1=CC=C(O)C=C1)C(=O)O)C(C)C,9.207051,0.665211072,18.94
Methanesulfonic acid,CS(=O)(=O)O,9.263017,14.54828233,3.93
Val-Tyr-Leu-Arg,CC(C)CC(N=C(O)C(CC1=CC=C(O)C=C1)N=C(O)C(N)C(C)C)C(O)=NC(CCCNC(=N)N)C(=O)O,9.303309,0.415364932,15.95
Asn-Arg-Ala-Ile,CCC(C)C(N=C(O)C(C)N=C(O)C(CCCNC(=N)N)N=C(O)C(N)CC(=N)O)C(=O)O,9.331746,0.274320296,15.97
Leu-Arg-Leu-Ile,CCC(C)C(N=C(O)C(CC(C)C)N=C(O)C(CCCNC(=N)N)N=C(O)C(N)CC(C)C)C(=O)O,9.41807,0.646706112,16.1
Pyridoxamine,CC1=C(O)C(CN)=C(CO)C=N1,9.7508335,6.107613444,7.43
Fructose 6-phosphate,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,9.7886505,0.197055726,9.74
Cys-Cys-Asp-Pro,NC(CS)C(O)=NC(CS)C(O)=NC(CC(=O)O)C(=O)N1CCCC1C(=O)O,10.422578,0.435624598,11.9
Creatine,CN(CC(=O)O)C(=N)N,10.473656,1.624460705,6.64
Zeaxanthin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,10.490302,4.091022536,27.44
Phosphocreatine,CN(CC(=O)O)C(=N)NP(=O)(O)O,10.500373,0.621605711,8.41
Histidinyl-Alanine,CC(N=C(O)C(N)CC1=CN=CN1)C(=O)O,10.51023,1.909853145,11.02
Spermine,NCCCNCCCCNCCCN,10.537826,1.995675638,13.57
Coenzyme B,CC(OP(=O)(O)O)C(N=C(O)CCCCCCS)C(=O)O,10.539992,0.7108605,13.91
Putrescine,NCCCCN,10.580915,10.56785583,7.35
Lutein,CC1=CC(O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,10.6106,3.037679754,30.23
Alanyl-Histidine,CC(N)C(O)=NC(CC1=CN=CN1)C(=O)O,10.61588,1.909853145,9.58
Histidinyl-Asparagine,N=C(O)CC(N=C(O)C(N)CC1=CN=CN1)C(=O)O,10.636945,0.648101931,9.03
Naringenin,O=C1C[C@@H](C2=CC=C(O)C=C2)OC2=C1C(O)=CC(O)=C2,10.721752,12.2986339,11.89
Histidinyl-Valine,CC(C)C(N=C(O)C(N)CC1=CN=CN1)C(=O)O,10.770343,2.501392365,11.82
Diethanolamine,OCCNCCO,10.7930355,10.55737957,7.33
Threoninyl-Tryptophan,CC(O)C(N)C(O)=NC(CC1=CNC2=CC=CC=C12)C(=O)O,11.045648,2.393812127,12.55
Dehydroascorbic acid,O=C1O[C@H]([C@H](O)CO)C(=O)C1=O,11.317113,4.831742123,7.0
Valyl-Arginine,CC(C)C(N)C(O)=NC(CCCNC(=N)N)C(=O)O,11.3458395,0.605092803,13.14
N-Acetylhistidine,CC(O)=NC(CC1=CN=CN1)C(=O)O,11.426286,4.630372673,8.66
Methyl jasmonate,CC/C=C\C[C@@H]1C(=O)CC[C@H]1CC(=O)OC,11.454213,34.04918313,12.32
Carnosine,NCCC(=O)N[C@@H](CC1=CN=CN1)C(=O)O,11.460432,2.054435946,11.18
Aspartyl-Arginine,N=C(N)NCCCC(N=C(O)C(N)CC(=O)O)C(=O)O,11.480691,0.406392803,14.48
Tryptophyl-Leucine,CC(C)CC(N=C(O)C(N)CC1=CNC2=CC=CC=C12)C(=O)O,11.696575,4.936225712,13.84
4-Nitrophenol,O=[N+]([O-])C1=CC=C(O)C=C1,11.806491,21.49059922,7.09
Lysyl-Glycine,NCCCCC(N)C(O)=NCC(=O)O,11.865595,0.507452944,10.99
Leucyl-Tryptophan,CC(C)CC(N)C(O)=NC(CC1=CNC2=CC=CC=C12)C(=O)O,12.121925,4.936225712,11.65
Seryltryptophan,NC(CO)C(O)=NC(CC1=CNC2=CC=CC=C12)C(=O)O,12.23709,2.24901624,11.64
Lysyl-Lysine,NCCCCC(N)C(O)=NC(CCCCN)C(=O)O,12.537185,0.296672527,13.4
Methionyl-Asparagine,CSCCC(N)C(O)=NC(CC(=N)O)C(=O)O,12.73385,0.443193922,12.04
Isobutyrylcarnitine,CC(C)C(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,12.853498,20.55801004,8.98
Isobutyryl-L-carnitine,CC(C)C(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,12.8865385,29.1665107,9.63
Asparaginyl-Methionine,CSCCC(N=C(O)C(N)CC(=N)O)C(=O)O,13.170094,0.443193922,11.3
Trimethylamine,CN(C)C,13.171696,38.29156458,4.23
Ala-Phe-Ala,CC(N)C(O)=NC(CC1=CC=CC=C1)C(O)=NC(C)C(=O)O,13.320051,1.393732335,10.85
Ile-Ile-Ile-Pro,CCC(C)C(N)C(O)=NC(C(O)=NC(C(=O)N1CCCC1C(=O)O)C(C)CC)C(C)CC,13.520684,1.372984983,13.68
Phosphorylcholine,C[N+](C)(C)CCOP(=O)(O)O,13.56476,14.6463275,9.33
Hydroxybutyrylcarnitine,CC(O)CC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,13.671211,11.1084789,10.89
L-Valine,CC(C)[C@H](N)C(=O)O,14.174897,8.53343457,6.21
Homocysteine,NC(CCS)C(=O)O,14.202956,8.528770506,6.17
L-Serine,N[C@@H](CO)C(=O)O,14.217409,4.463632405,5.07
Prolyl-Histidine,O=C(O)C(CC1=CN=CN1)N=C(O)C1CCCN1,14.580811,3.098676912,8.86
Phenylalanyl-Alanine,CC(N=C(O)C(N)CC1=CC=CC=C1)C(=O)O,14.866318,3.886304796,11.68
Pyroglutamic acid,O=C1CC[C@@H](C(=O)O)N1,15.02333,8.805833757,6.54
Lysyl-Phenylalanine,NCCCCC(N)C(O)=NC(CC1=CC=CC=C1)C(=O)O,15.075539,0.855770614,11.1
L-Dihydroorotic acid,O=C1C[C@@H](C(=O)O)NC(=O)N1,15.228859,2.918739989,5.66
Pyridoxamine 5'-phosphate,CC1=NC=C(COP(=O)(O)O)C(CN)=C1O,15.279369,1.992901042,9.46
"p,pâ€²-DDT",ClC1=CC=C(C(C2=CC=C(Cl)C=C2)C(Cl)(Cl)Cl)C=C1,15.287302,11.87014133,10.0
"o,pâ€²-DDT",ClC1=CC=C(C(C2=CC=CC=C2Cl)C(Cl)(Cl)Cl)C=C1,15.308526,11.87014133,9.45
"p,pâ€²-DDD",ClC1=CC=C(C(C2=CC=C(Cl)C=C2)C(Cl)Cl)C=C1,15.326857,9.748389572,10.07
"o,pâ€²-DDD",ClC1=CC=C(C(C2=CC=CC=C2Cl)C(Cl)Cl)C=C1,15.348697,9.748389572,9.51
Tyrosyl-Valine,CC(C)C(N=C(O)C(N)CC1=CC=C(O)C=C1)C(=O)O,15.545828,2.519226633,11.85
Isovaleryl-L-carnitine,CC(C)CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,15.681472,37.36586869,11.14
Histidinyl-Proline,NC(CC1=CN=CN1)C(=O)N1CCCC1C(=O)O,15.717276,2.838254906,7.74
Uric acid,O=C1NC(=O)C2=C(N1)NC(=O)N2,15.763421,0.817407295,6.82
Tyrosyl-Leucine,CC(C)CC(N=C(O)C(N)CC1=CC=C(O)C=C1)C(=O)O,15.817171,1.53299598,14.31
Phenyl-Leucine,CC(C)C[C@H](NC1=CC=CC=C1)C(=O)O,15.945336,20.11199743,10.78
Butyrylcarnitine,CCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,15.963615,31.02633357,10.93
Alanyl-Tyrosine,CC(N)C(O)=NC(CC1=CC=C(O)C=C1)C(=O)O,16.124578,1.620735973,12.26
Ile-Val-Val,CCC(C)C(N)C(O)=NC(C(O)=NC(C(=O)O)C(C)C)C(C)C,16.398596,1.106318086,12.9
Phe-Pro-Ile,CCC(C)C(N=C(O)C1CCCN1C(=O)C(N)CC1=CC=CC=C1)C(=O)O,16.685513,5.164701492,16.0
Leu-Pro-Ile,CCC(C)C(N=C(O)C1CCCN1C(=O)C(N)CC(C)C)C(=O)O,17.113144,2.563867159,11.75
Equol,OC1=CC=C([C@H]2COC3=CC(O)=CC=C3C2)C=C1,17.18235,16.5359512,13.22
5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,17.241247,13.28399777,8.65
Citrulline,NC(=O)NCCC[C@H](N)C(=O)O,17.527718,0.330815651,10.89
Tyrosyl-Glycine,NC(CC1=CC=C(O)C=C1)C(O)=NCC(=O)O,17.924343,2.13744808,8.98
N6-Acetyl-L-lysine,CC(=O)NCCCC[C@H](N)C(=O)O,17.954914,1.666336693,10.28
N(5)-ethyl-L-glutamine,CCN=C(O)CC[C@H](N)C(=O)O,18.121185,2.174329758,9.88
Phenylalanyl-Glycine,NC(CC1=CC=CC=C1)C(O)=NCC(=O)O,18.423054,3.543699533,9.48
Methanethiol,CS,18.459066,35.00002921,3.33
Oxolinic Acid,CCN1C=C(C(=O)O)C(=O)C2=CC3=C(C=C21)OCO3,18.53055,23.4191373,10.5
Dimethyl sulfone,CS(C)(=O)=O,18.588053,31.53046668,4.72
5-Hydroxy-L-tryptophan,NC(CC1=CNC2=C1C=C(O)C=C2)C(=O)O,18.695276,2.948671393,10.45
Propyl alcohol,CCCO,18.776958,35.39647162,4.32
2-Indolecarboxylic acid,O=C(O)C1=CC2=C(C=CC=C2)N1,19.020496,17.22263694,8.93
1-Hexanol,CCCCCCO,19.086319,43.35625768,7.8
Homocysteine thiolactone,NC1CCSC1=O,19.150774,19.91232634,5.16
Cyclohexylamine,NC1CCCCC1,19.20253,36.97024584,5.9
N-Acetylserotonin,CC(=O)NCCC1=CNC2=C1C=C(O)C=C2,19.228569,7.380319387,9.79
Ethanol,CCO,19.472101,33.2346648,3.66
1-Pentanol,CCCCCO,19.479855,41.81062579,7.28
Melatonin,COC1=CC=C2NC=C(CCNC(C)=O)C2=C1,19.535793,12.17333674,12.04
SM(d19:0/24:1(15Z)),CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)CCCCCCCCCCCCCCCC,19.602617,3.937713802,30.2
SM(d20:0/24:1(15Z)),CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)CCCCCCCCCCCCCCCCC,19.664444,3.937713802,20.12
Dopamine,NCCC1=CC(O)=C(O)C=C1,19.675215,5.884069949,8.81
Glycitein,COC1=C(O)C=C2OC=C(C3=CC=C(O)C=C3)C(=O)C2=C1,19.766764,13.87156248,13.07
m-Aminobenzoic acid,NC1=CC=CC(C(=O)O)=C1,19.797688,8.075323701,7.19
Niacinamide,NC(=O)C1=CC=CN=C1,19.862247,25.7337153,7.24
SM(d18:0/18:1(9Z)),CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)CCCCCCCCCCCCCCC,19.963295,4.657857493,20.28
"Indole-5,6-quinone",O=C1C=C2C=CNC2=CC1=O,19.983566,15.55882394,6.81
O-Phosphoethanolamine,NCCOP(=O)(O)O,19.989697,2.597936243,7.19
Beta-Glycerophosphoric acid,O=P(O)(O)OC(CO)CO,20.008072,4.012492299,6.91
"Cer(d20:0/22:2(6Z,13Z))",CCCCCCCC/C=C\CCCCC/C=C\CCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCCCC,20.021843,5.887402594,34.3
Spermidine,NCCCCNCCCN,20.029655,4.696139321,9.34
"3,3',4'5-Tetrahydroxystilbene",OC1=CC(/C=C/C2=CC(O)=C(O)C=C2)=CC(O)=C1,20.251148,10.62754691,12.48
"SM(d20:0/22:2(6Z,13Z))",CC.CCCCC/C=C/C/C=C/CCCCC[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC,20.451284,3.937713802,17.84
"SM(d18:0/18:2(9Z,12Z))",CCCCC/C=C\C/C=C\CCCCCCCC(O)=N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)CCCCCCCCCCCCCCC,20.45341,3.353645653,16.05
Threonic acid,O=C(O)[C@@H](O)[C@H](O)CO,20.545122,1.829526015,5.82
Dimethyldisulfide,CSSC,20.58129,42.97399819,5.49
p-Aminobenzoic acid,NC1=CC=C(C(=O)O)C=C1,20.604021,8.075323701,8.25
Dimethyl trisulfide,CSSSC,20.725693,28.00929248,6.49
4-(Methylamino)benzoic acid,CNC1=CC=C(C(=O)O)C=C1,20.801432,20.27995735,9.59
4-Aminophenol,NC1=CC=C(O)C=C1,20.866821,10.73442772,6.93
"SM(d19:0/22:2(6Z,13Z))",CCCCC/C=C/C/C=C/CCCCC[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCC,20.88212,3.862150759,16.87
3-Aminopropionaldehyde,NCCC=O,20.901758,23.43894988,5.0
"SM(d18:0/22:2(6Z,13Z))",CCCCC/C=C/C/C=C/CCCCC[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCC,20.926697,3.862150759,20.83
Phenol,OC1=CC=CC=C1,20.956661,43.34526956,5.88
4-Aminobutyraldehyde,NCCCC=O,20.963293,23.43894988,5.43
Biochanin A,COC1=CC=C(C2=COC3=CC(O)=CC(O)=C3C2=O)C=C1,21.076868,14.03850615,14.44
Cer(d18:0/16:0),CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC,21.13662,8.67870748,17.81
Benzyl methyl sulfide,CSCC1=CC=CC=C1,21.187132,46.17723823,7.08
Formononetin,COC1=CC=C(C2=COC3=C(C=CC(O)=C3)C2=O)C=C1,21.238926,22.72377759,14.45
Uracil,O=C1C=CNC(=O)N1,21.278463,6.217631698,5.1
Indolylacryloylglycine,O=C(O)CN=C(O)/C=C/C1=CNC2=CC=CC=C12,21.291338,11.55928895,13.72
SM(d17:0/24:1(15Z)),CCCCCC/C=C/CCCCCC[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC,21.355272,3.862150759,30.56
Pyrocatechol,OC1=CC=CC=C1O,21.39168,30.34192324,5.89
L-Proline,O=C(O)[C@@H]1CCCN1,21.404633,12.00482473,6.03
Genistein,O=C1C(C2=CC=C(O)C=C2)=COC2=CC(O)=CC(O)=C12,21.660982,9.6081011,13.25
SM(d16:0/18:1(11E)),CCCC/C=C/CCCCCCC[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCC,21.68223,4.657857493,20.46
L-Pipecolic acid,O=C(O)[C@@H]1CCCCN1,21.723095,10.95927134,7.33
SM(d20:0/22:1(13Z)),CCCCCC/C=C/CCCCCCC[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC,21.727669,3.937713802,17.56
D-Pipecolic acid,O=C(O)[C@H]1CCCCN1,21.739216,10.95927134,6.35
